sentence	label	category	augmented
You have to pull the extra wire through neck then when it’s time to screw in the saddle it won’t allow a tight connection because the wire twists.	0	Tools_and_Home_Improvement	False
Like that the bottom is screen like the sides.	1	Appliances	False
I saw this toilet paper holder at a friend's house & HAD TO HAVE ONE (ordered it on the spot)!<br />It makes me giggle every time I use it.	1	Tools_and_Home_Improvement	False
On 2/4 masks the snaps did not work to attach the shield this is very disappointing	0	Tools_and_Home_Improvement	False
I have 2 quest 2's and it's nice having the different colors for each one.	1	Video_Games	False
No one in my household can get the darn things apart.	0	Home_and_Kitchen	False
And the clip isn't nearly as strong.	0	Musical_Instruments	False
Was so excited to finally try Allure beauty box.	0	Subscription_Boxes	False
"after hearing the title track played by the late, great Scott ""Scotso"" Muni on the late, lamented WNEW-FM 102.7, where rock lived in those days."	1	Digital_Music	False
I would definitely recommend this product.	1	Industrial_and_Scientific	False
He had scrawled Joseph on the front inside cover (nearly illegible as he was 4!	1	Books	False
Days went by, and I sit here trying to decide what apps will stay or go because I need the space.	0	Software	False
It took about 2 hours to fill the ice basket.	1	Appliances	False
These look and feel fine, no odd or off putting odor, but a huge pass for these kitties.	0	Pet_Supplies	False
I wouldn't never recommend wax time records cheap crap	0	CDs_and_Vinyl	False
After a lengthy conversation with Apple the result was the card wasn’t identified or activated.	0	Gift_Cards	False
This not only provides a nice scent, but it's also a great way to disinfect & remove wrinkles.<br /><br />Please Lysol, never stop making this, it's an amazing product!	1	Health_and_Personal_Care	False
I hope they don’t stretch it out too far.	1	Video_Games	False
I ordered three for each one of my granddaughters.<br />Two of them said the same name and the other one was OK had to send it all back the order was wrong very disappointed	0	Handmade_Products	False
Used for popcorn and as gift bags at Christmas.	1	Industrial_and_Scientific	False
The only time I do is if the grammar or punctuation is wrong or the idiot author has now said the killer has blue eyes where previously they said green.	1	Books	False
The best way to describe the Gillis music is probably to say that it is lively and colorful.	1	CDs_and_Vinyl	False
The lights provided by the lamps in that room just don't provide adequate lighting for her.	1	Musical_Instruments	False
The top fit well enough in the breast department (36C) but uncomfortable in the arms as it was constricting and I was unable to move my arms around.	0	Clothing_Shoes_and_Jewelry	False
As Bob Ross used to say- “Happy Mistakes!”  I make a lot of them sometimes, but I have found that the journey for me is a lot more interesting these days.	1	Books	False
They even come with a carry case and several sizes of ear bud inserts.	1	Electronics	False
This is maybe more for teen girls or those in their early 20s than more mature women.	0	Magazine_Subscriptions	False
I used to love getting GQ back in college, back when I had some currency with the ladies, but that was so long ago, and magazines are just no longer a format I gravitate towards.	0	Magazine_Subscriptions	False
The first time I ever smelled this incense over ten years ago, I was at a guided meditation and felt transported to another realm.	1	Home_and_Kitchen	False
I would spent money another way, if I were to buy again.	0	Toys_and_Games	False
He 's got the greatest voice !	1	CDs_and_Vinyl	False
It does not fit around the pool so don’t expect it to stay in place.	0	Patio_Lawn_and_Garden	False
I will be using it again in the future.	1	Gift_Cards	False
The magnetic hold of the phone is strong and sturdy	1	Cell_Phones_and_Accessories	False
Ordered this book for my father in law for Christmas & the shipping was FAST.	1	Books	False
As re silt I did something I vowed I would never do, I applied for Amazons credit card so that would still beable to purchase my gifts for them.	0	Gift_Cards	False
Bought this as “like new” from amazon.	1	Pet_Supplies	False
This worked after the first night my feet are so smooth I would highly recommend it!	1	Beauty_and_Personal_Care	False
And, clean up was a breeze.	1	Industrial_and_Scientific	False
I am finally wearing my watch again.	1	Cell_Phones_and_Accessories	False
I've discontinued using it and will be giving the rest to my niece over the holidays.	0	All_Beauty	False
I got these for my husband for his stocking this past Christmas.	1	Automotive	False
It would be ok except the soap is not neatly cut and looks cheap and the scent is so overwhelming that we would not give them as gifts.	0	Handmade_Products	False
It took a while, but I found out what it was.	0	Patio_Lawn_and_Garden	False
These are nice and bright, but they keep dimming.	0	Tools_and_Home_Improvement	False
a bit oversized for a &#34;ladies&#34; style but honestly it seemed more unisex in styling and it that case the sizing would be right on!	1	Sports_and_Outdoors	False
Also, in following all of the directions, they are out of order.	0	Patio_Lawn_and_Garden	False
John Legend is great, this has to be one of his best CD's to date.	1	CDs_and_Vinyl	False
I ordered them bc one of my service dogs had emergency surgery & both pups were exposed to weed killer my LL put down, but I was unaware of & both pups became ill.	0	Pet_Supplies	False
If you are making a batch of homemade lotion, DIY sanitizers or whatever else, you add like 4-5 drops for every CUP of product.	1	Health_and_Household	False
I also like the little girly ruffle that is on 3 sides of the comforter.	1	Home_and_Kitchen	False
Not even worth the small price I paid for them.	0	Appliances	False
I changed them everyday cuz they filled up, keep changing them till there were no more.	1	Patio_Lawn_and_Garden	False
Within 2 weeks of using it fell off the phone at some point and now is lost, forever I suppose.	0	Cell_Phones_and_Accessories	False
I did set it all up on my own and I am NOT technically brilliant - 60 years old.	1	Video_Games	False
Husband says they are well made and work exactly as expected.	1	Industrial_and_Scientific	False
Have not received any issues yet	0	Magazine_Subscriptions	False
When music was really good, and you could sing along with no swearing words.	1	Digital_Music	False
Same light available from Amerilite for a c note less!!	0	Automotive	False
38 months now of God knows what ppl receiving my service dogs cookies, food, leashes, harnesses, etc & receiving my art supplies etc.	0	Arts_Crafts_and_Sewing	False
We set this up and followed the directions.	1	Appliances	False
I hate the textbook or technical book, which introduce something without proper context, notation explanation.	0	Books	False
I like what it do fast in do the Job!!	1	Cell_Phones_and_Accessories	False
I just smile because what do I expect for the money.	0	Automotive	False
I was so un happy it was bend in several places and misspelled words.	0	Home_and_Kitchen	False
This is a great stroller to use.	1	Baby_Products	False
Cute story, not as great as expected.	0	Kindle_Store	False
Very comfortable, light weight, quick drying, slightly stretchy.	1	Clothing_Shoes_and_Jewelry	False
So they do get a work out.	0	Video_Games	False
The best part is how well they wash. No balling, yet.	1	Clothing_Shoes_and_Jewelry	False
Sometimes I have to do this multiple times in one day, sometimes it gives me two days between.	0	Software	False
I mix it with balm or gloss to wear	1	Beauty_and_Personal_Care	False
Maybe you all need to re evaluate why there are issues.?	0	Movies_and_TV	False
I had to return it because it is slippery under your feet and doesn’t hold well to the ground	0	Patio_Lawn_and_Garden	False
Before I could even put the foot bath onto the floor to bathe my feet, the entire bomb fizzed out and dissolved into tang colored water less than 30 seconds later (see photo).	0	Health_and_Personal_Care	False
I use it on the driver side, it does not fit, it has to be pulled every time I enter the car.	0	Automotive	False
Do not order from that company itself, I have been going in circles with them, with no phone number to call a live person.<br />Ginny	0	Magazine_Subscriptions	False
